,id,sentence1,sentence2,similarity
1218,1218," after another block of pedaling , he guesses the old man would enjoy the bike , minimize the risk , and have confidence in his ability to handle whatever was going to come his way .","After another block of pedaling, he guesses, the old woman would enjoy the bike, minimize the risk, and have confidence in her ability to handle whatever was going to come her way.",0.0
1219,1219," They died slowly, their eyes bulging and faces turning blue. They died asphyxiated.","He died slowly, his eyes bulging and face turning blue. He died asphyxiated.",0.0
1220,1220," Near the lively Pont-Neuf, the place was built in 1607 by Henri IV in honor of his son the dauphin (or future king, Louis XIII). The Pont-Neuf was built in 1607by Henry VI.","Near the lively Pont-Neuf , the place was built in 1607 by Henri IV in honor of his daughter the dauphin ( or future king , Louis XIII ) . The Pont-Neuf was built in 1607by Henry VI .

",0.0
1221,1221, Sportscaster Marv Albert denied charges that he had assaulted and sodomized a female acquaintance. There is evidence that Marv Albert assaulted a female acquaintance.,"Sportscaster Maria Albert denied charges that she had assaulted and sodomized a female acquaintance. There is evidence that Maria Albert assaulted a female acquaintance.

",0.0
1222,1222, Linda Samels Ceballos entered Loyola Law School in Los Angeles knowing she wanted to represent the poor. Linda Ceballos went to Loyal Law School in 1978.,Larry Samels Ceballos entered Loyola Law School in Los Angeles knowing he wanted to represent the poor . Larry Ceballos went to Loyal Law School in 1978 .,0.0
1223,1223," i was about to tell the smaller man off and inform him just how lucky he was to have our help , when i saw a runner approaching quickly from the right .","I was about to tell the smaller woman off and inform her just how lucky she was to have our help , when I saw a runner approaching quickly from the right .",0.0
1224,1224," NBC stood by Albert, announcing he will continue to broadcast basketball playoff games. NBC did not stand with him and fired Albert. ","NBC stood by Ally, announcing she will continue to broadcast basketball playoff games. NBC did not stand with her and fired Ally.",0.0
1225,1225," aislynn wondered what the cause was for her good mood , and she really hoped that it wasnt eryks apparent infatuation .","Alan wondered what the cause was for his good mood , and he really hoped that it wasn't Eryk's apparent infatuation .",0.0
1226,1226, I also believe that Resident Evil is not it .,He also believes that Resident Evil is not it.,0.0
1227,1227," he knew that the soldiers determination would be greater now , and that in their desperation they were likely to be far bolder .","She knew that the soldiers determination would be greater now, and that in their desperation they were likely to be far bolder.",0.0
1228,1228, They watched me constantly for weeks. They left me on my own for weeks.,They watched her constantly for weeks . They left her on my own for weeks.,0.0
1229,1229, he seemed so sure that eryk would choose her .,He seemed so sure that Eryk would choose him.,0.0
1230,1230, Many Republicans thought Bush's dad lost in 1992 because he was out of touch. Bush's Dad lost in 1992 because of a generational shift.,Many Republicans thought Busara 's dad lost in 1992 because he was out of touch . Busara 's Dad lost in 1992 because of a generational shift.,0.0
1231,1231," The Coming Conflict with China , by Ross H. Munro and Richard Bernstein (Knopf). Ross Munro and Richard Bernstein's work on China.","The Coming Conflict with China , by Ross H. Munro and Richard Bernstein ( Knopf ) . Ross Munro and Richard Bernstein 's work on China .",0.0
1232,1232, tyrone davis yelled as he struggled to keep up with the taller jenkins boy .,Tyrone Davis yelled as he struggled to keep up with the taller Jenkins girl.,0.0
1233,1233, ` Tobey Maguire is a poster boy for the geek generation . ',`Toby Maguire is a poster girl for the geek generation.',0.0
1234,1234," As relationships shift , director Robert J. Siegel allows the characters to inhabit their world without cleaving to a narrative arc .","As relationships shift, director Katie J Siegel allows the characters to inhabit their world without cleaving to a narrative arc.",0.0
1235,1235, her vision cleared this time as she faced the window .,His vision cleared this time as he faced the window.,0.0
1236,1236, sharianna screamed as she clung to the thrashing railing .,Sean screamed as he clung to the thrashing railing.,0.0
1237,1237, tori put it around her neck .,"Tory put it around his neck.

",0.0
1238,1238, Jon and Adrin would have to be close to those they shot. Jon was alone.,Jonna and Adrin would have to be close to those they shot . Jonna was alone .,0.0
1239,1239, the rope was around his body and he thrust the fist that was holding the rope between his legs and squeezed with his thighs around his wrist to keep the rope from slipping .,"The rope was around her body, and she thrust the fist that was holding it between her legs and squeezed with her thighs around her wrist to keep the rope from slipping.",0.0
1240,1240, Rubbo 's humorously tendentious intervention into the who-wrote-Shakespeare controversy .,Rubbo's humorously tendentious intervention into the who-wrote-Shakespeare controversy.,0.0
1241,1241, a silver chain around her neck .,a silver chain around his neck .,0.0
1242,1242, She closed her eyes and Thorn's story crashed on his mind like a rock through glass. She thought about how sad Thorn's story had been.,He closed her eyes and Thorn's story crashed on her mind like a rock through glass. He thought about how sad Thorn's story had been.,0.0
1243,1243," i told him that i was going to tell you , so when he saw the reptors on the airfield he thought that somebody had seen us and already told you about his dangerous behaviour .","i told her that i was going to tell you , so when she saw the reptors on the airfield she thought that somebody had seen us and already told you about her dangerous behaviour .

",0.0
1244,1244," more than likely , he likened himself to columbus or marco polo .","More than likely , she likened herself to Columbus or Marco Polo .

",0.0
1245,1245," all the years chris wanting to be like the leader of his former gang was quickly drifting away and it surprised him how much he wanted to be a browley , instead .","all the years Christina wanting to be like the leader of her former gang was quickly drifting away and it surprised her how much she wanted to be a browley , instead .",0.0
1246,1246, ZigZag might have been richer and more observant if it were less densely plotted .,ZigZag might have been richer and more observant if he were less densely plotted.,0.0
1247,1247," instead he walked to the small , round table , refilled his glass , and returned to his seat , the tray containing the food and the wine bottle trailing behind him in midair .","Instead, she walked to the small round table, refilled her glass, and returned to her seat, the tray containing the food and the wine bottle trailing behind her in midair.",0.0
1248,1248, she snatched his hypnotic controlling mesmerizerthat was attached to his belt .,She snatched her hypnotic controlling mesmerizer that was attached to her belt.,0.0
1249,1249," the people they stole that food from are long gone , he told her .","The people they stole that food from are long gone, he told him.",0.0
1250,1250," two large , stone-faced men in evening wear led robert lepage toward countess estampe and patrick .","Two large, stone-faced men in evening wear led Robert LePage toward Count Estampe and Patrick.",0.0
1251,1251," as andy woolson fell into line and started walking , he stumbled .","As Cassandra Whitney fell into line and started walking, she stumbled.",0.0
1252,1252," (His colleagues feel he's a showboat and a camera hog, says University of Virginia political scientist Larry Sabato.) They think he shows off for the cameras that are stationed around the room.","( His colleagues feel she 's a showboat and a camera hog , says University of Virginia political scientist Larry Sabato . ) They think she shows off for the cameras that are stationed around the room.",0.0
1253,1253, brynn ducked into a doorway as the taller of the two mates looked back over his shoulder to check the street behind him .,Brynn ducked into a doorway as the taller of the two girlfriends looked back over her shoulder to check the street behind her.,0.0
1254,1254," richard shimmied down the rigging as he had been taught , with hands and feet working together , and he landed on the deck with a thump .","Rhonda shimmied down the rigging as she had been taught, with hands and feet working together, and she landed on the deck with a thump.",0.0
1255,1255,"  The Secret Struggle for Womanhood , by Naomi Wolf (Random House). Naomi Wolf wrote a book.","The Secret Struggle for Womanhood, by Manny Wolf (Random House). Manny Wolf wrote a book.",0.0
1256,1256, she stopped crawling and yelled back to him .,He stopped crawling and yelled back to him.,0.0
1257,1257," As she opened the door and stood aside to let him pass out, he stopped in the doorway. She opened the door, and he passed through quickly, without stopping.","As she opened the door and stood aside to let her pass out, she stopped in the doorway. She opened the door, and she passed through quickly, without stopping.",0.0
1258,1258," Yes, yes, the measured and polite Farrakhan. Farrakhan is well known by all as being a polite man.","Yes , yes , the measured and polite Farrakhan . Farrakhan is well known by all as being a polite woman .

",0.0
1259,1259," He wasn't entirely sure, now. He was sure.","She wasn't entirely sure, now. She was sure.",0.0
1260,1260," ill pick the men right now , and they can leave the city this afternoon .","ill pick the women right now , and they can leave the city this afternoon.",0.0
1261,1261," That is, so long as they don't know that we've got Jane Finn, and that her memory has returned. She blacked out after drinking heavily.","That is, so long as they do n't know that you've got Jane Finn , and that her memory has returned . She blacked out after drinking heavily .",0.0
1262,1262, A rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children 's television .,A rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children 's television .,0.0
1263,1263," softening his tone and resuming the walk toward the elevators , dittrich continued , you can trust me , paul .","Softening his tone and resuming the walk toward the elevators, Dittrich continued, ""you can trust me, Paula.""",0.0
1264,1264, francis even convinced da vinci to retire to france .,Francis even convinced Danielle Vinci to retire to France.,0.0
1265,1265," she has been very bad today , chichilia said to her husband .","He has been very bad today, chichilia said to her wife.",0.0
1266,1266, paul wouldnt get any answers out of someone like allen .,Paul wouldn't get any answers out of someone like Elaine.,0.0
1267,1267, chase took a gripped of her hand .,Chase took a grip of his hand.,0.0
1268,1268, She lifted her eyebrows at the sight of the girl. She raised her eyebrows when she saw what the girl was wearing. ,He lifted his eyebrows at the sight of the girl. He raised his eyebrows when he saw what the girl was wearing.,0.0
1269,1269," matt screamed in his excitement , and while matt was still running around hines spoke to lisa .","Rachelle screamed in her excitement, and while Rachelle was still running around Hines spoke to Lisa.",0.0
1270,1270, he grabbed his pack off the coat hook and did a quick check of his gear .,she grabbed her pack off the coat hook and did a quick check of her gear.,0.0
1271,1271," no matter how highly he thought of himself and his problem-solving abilities , there really was no fixing this situation , was there ?","No matter how highly she thought of herself and her problem-solving abilities, there really was no fixing this situation, was there?",0.0
1272,1272," Wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .","Celia gets a bit heavy handed with her message at times, and has a visual flair that waxes poetic far too much for our taste. ",0.0
1273,1273, he 's also sending some men to the witches of winden in southport for some potion .,He's also sending some women to the witches of Winden in Southport for some potion.,0.0
1274,1274, More celebrity writers praise President Clinton and bash Kenneth Starr. Celebrities don't like Starr as much as Clinton.,More celebrity writers praise President Clinton and bash Olivia Starr . Celebrities do n't like Starr as much as Clinton .,0.0
1275,1275," If The Tuxedo actually were a suit , it would fit Chan like a $ 99 bargain-basement special .","If The Tuxedo actually were a suit , it would fit Chan like a $ 99 bargain-basement special.",0.0
1276,1276, jacinto seemed oblivious to his position in front of the sun .,Jacqueline seemed oblivious to her position in front of the sun .,0.0
1277,1277," A small fortune in salaries and stunt cars might have been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours ( and , for that matter , Shrek ) .","A small fortune in salaries and stunt cars might have been saved if the director, Tom Det, they spliced together bits and pieces of Midnight Run and 48 Hours (and, for that matter, shrek).",0.0
1278,1278," both , john whispered , slinking down in his chair .","Both, Joana whispered, slinking down in her chair. ",0.0
1279,1279," On his mention of the gods, Gauve's wife made a sign in the air with two fingers held out at a right angle and she whispered something under her breath. Gauve's wife started shouting loudly.","On his mention of the gods , Gauve 's wife made a sign in the air with two fingers held out at a right angle and she whispered something under her breath . Gauve 's wife started shouting loudly.",0.0
1280,1280," you have to work the old think melon , kendall said and thumped daniel on the head .","You have to work the old think melon, Kendall said and thumped Daniel on the head .",0.0
1281,1281, Perhaps even the SLC high command found writer-director Mitch Davis 's wall of kitsch hard going .,Perhaps even the SLC high command found writer-director Michelle Davis 's wall of kitsch hard going .,0.0
1282,1282," While Milliken himself shuns publicity, his role in backing these institutions has been fairly well reported. Milliken prefers his role not to be publicly mentioned.","While Ann himself shuns publicity , his role in backing these institutions has been fairly well reported . Ann prefers his role not to be publicly mentioned .",0.0
1283,1283," Sounding like Arnold Schwarzenegger , with a physique to match , ( Ahola ) has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation .","Sounding like Rosie O'Donnell , with a physique to match , ( Ahola ) has a wooden delivery and encounters a substantial arc of change that doesn't produce any real transformation .",0.0
1284,1284, make somebody a good wife some day .,make her a good wife some day.,0.0
1285,1285, An article condemns President Clinton for ingratitude toward his loyal vice president. The article praised President Clinton for his exquisite treatment of his vice president.,"An article condemns President Linda for ingratitude toward her loyal vice president. The article praised President Linda for her exquisite treatment of her vice president.

",0.0
1286,1286, Then he was back with them again. He left them once again. ,Then she was back with them again. She left them once again.,0.0
1287,1287, Bravado Kathy !,Bravado Kenny!,0.0
1288,1288, A wretched movie that reduces the Second World War to one man 's quest to find an old flame .,"A wretched movie that reduces the Second World War to one woman's quest to find an old flame.
",0.0
1289,1289," at that moment , lord odin 's daughter , lady celene , entered with another elf woman .","at that moment , Lady Elma 's daughter , lady celene , entered with another elf woman .",0.0
1290,1290, More celebrity writers praise President Clinton and bash Kenneth Starr. Celebrities don't like Starr as much as Clinton.,More celebrity writers praise President Kamala and bash Kenneth Starr . Celebrities don't like Starr as much as Kamala .,0.0
1291,1291," toad dwarf said to jason , the king will rise .","The toad dwarf said to Jason, ""The Queen will rise.""",0.0
1292,1292," when the emirates started to cooperate with the western world , he moved back to his homeland , where corrupt officials knew how to hide a man like machin .","When the emirates started to cooperate with the western world, she moved back to her homeland, where corrupt officials knew how to hide a woman like Machin.",0.0
1293,1293, john heard mouse speeding across the floor from about the same location and felt it crash into his foot a moment later .,jeanette heard mouse speeding across the floor from about the same location and felt it crash into his foot a moment later .,0.0
1294,1294, Israeli Prime Minister Ariel Sharon has said that Mahmoud Abbas is a man that Israel can do business with. Abbas is the only man Israel can do business with.,Israeli Prime Minister Ariel Sharon has said that Mahmoud Emma is a man that Israel can do business with . Emma is the only man Israel can do business with .,0.0
1295,1295," my mother became so thin that father did not recognize her at first , and when he did , he cried so much .","My father became so thin that father did not recognize him at first, and when he did, he cried so much.",0.0
1296,1296," on the eve of dawn , gentle warmth surrounded him .","On the eve of dawn, gentle warmth surrounded her.",0.0
1297,1297, Her skin was pale and clammy to Jon's touch. Jon didn't want to touch her.,His skin was pale and clammy to Jon's touch. Jon didn't want to touch him.,0.0
1298,1298, He had an ex-soldier who would help protect his village. He wanted to make sure the villagers were safe.,She had an ex-soldier who would help protect hervillage. She wanted to make sure the villagers were safe.,0.0
1299,1299, she also works out with her mother and apparently goes to the same dojodoing that indonesian martial arts thing .,she also works out with her father and apparently goes to the same dojodoing that indonesian martial arts thing .,0.0
1300,1300, The Ottoman Sultan agreed to his request and he set about establishing his power base. The Ottoman Sultan could not agree to the request.,The Ottoman Sultan agreed to his request and she set about establishing his power base . The Ottoman Sultan could not agree to the request.,0.0
1301,1301," jake helping anyone is not usual but in this case , he would be helping himself to her private body parts .","Jake helping anyone is not usual but in this case, he would be helping himself to his private body parts.",0.0
1302,1302, Breaking Up<br>Tom hated his girlfriend. He kept trying to break up with her. She never really let him. Tom eventually moved away. He ignored her completely. Tom's girlfriend ended the relationship.,Breaking Up < br > Tina hated her girlfriend. She kept trying to break up with her. She never really let her. Tina eventually moved away. She ignored her completely. Tina's girlfriend ended the relationship.,0.0
1303,1303, joe arranges the body so that bob toms head is held in place by the vee of the bow and his legs hang over the first of the boats three thwarts .,Joe arranges the body so that Barbara Tammy's head is held in place by the vee of the bow and her legs hang over the first of the boats three thwarts.,0.0
1304,1304, she had run away to the southern kingdoms and had had an affair with a southern kingdoms prince .,She had run away to the southern kingdoms and had had an affair with a southern kingdom's princess.,0.0
1305,1305," It really is a shame that more wo n't get an opportunity to embrace small , sweet ` Evelyn . '","It really is a shame that more won't get an opportunity to embrace small, sweet Ethan.",0.0
1306,1306," (Dictionary of Banking and Finance, Jerry M. Rosenberg, Ph.D., Wiley &amp; Sons, New York, 1982, hereafter cited as Rosenberg's Dictionary.) Rosenberg wrote a dictionary about banking and finance.","(Dictionary of Banking and Finance, Jana M. Rosenberg, Ph.D., Wiley & amp; Sons, New York, 1982, hereafter cited as Rosenberg's Dictionary.) Rosenberg wrote a dictionary about banking and finance.",0.0
1307,1307," to his great surprise , he removed his hood to reveal a bloody face , scarred beyond human recognition .","To her great surprise, she removed her hood to reveal a bloody face, scarred beyond human recognition.",0.0
1308,1308, he could only abhor the vile impact they seemed to have on a reasonable man .,"She could only abhor the vile impact they seemed to have on a reasonable man .

",0.0
1309,1309," thomas was scrolling compulsively on angelas phone since his device had been broken earlier that day , when he fell upon something that spiked his curiosity .","Tammy was scrolling compulsively on Angela's phone since her device had been broken earlier that day, when she fell upon something that spiked her curiosity.",0.0
1310,1310," these little people , keech bellowed as he grabbed one of the women and pulled her off the bar .","""These little people,"" Keech bellowed as he grabbed one of the men and pulled him off the bar.",0.0
1311,1311, he couldnt keep up with her .,he couldn't keep up with him.,0.0
1312,1312, he had a swordsman to train his people. His people got trained.,She had a swordsman to train her people . Her people got trained .,0.0
1313,1313," i dont speak spanish well , catalina said , but doesnt that mean , just before you reach the foothills of the mountains , you will come upon a large lake ?","She doesn;t speak Spanish well , Catalina said , but doesn't that mean , just before you reach the foothills of the mountains , you will come upon a large lake ?",0.0
1314,1314, It's worth noting that the first and last Muslim woman to rule in India was Qutb-ud-din's granddaughter Raziyya. Raziyya was an intelligent and special woman. ,It 's worth noting that the first and last Muslim woman to rule in India was Quit-up-din 's daughter Riya. Riya was an intelligent and special woman.,0.0
1315,1315," king whitred had a daughter of his second wife , a girl named cearo ; it was through her that an alliance was to be made , king ine sighed .","King Whitred had a son of his second wife, a boy named Cearo; it was through him that an alliance was to be made, King Ine sighed.",0.0
1316,1316, His face was working curiously.  He found it to be fascinating.,Her face was working curiously. She found it to be fascinating.,0.0
1317,1317, he had been in constant motion since the death of general sampson and he finally thought things were secure enough for him to relax and get a full nights sleep for once .,she had been in constant motion since the death of general sampson and she finally thought things were secure enough for her to relax and get a full nights sleep for once .,0.0
1318,1318," beth was not tired perhaps it was the lake air , the strong sunlight or the determination she felt in finding the portal .","Bart was not tired. Perhaps it was the lake air, the strong sunlight or the determination he felt in finding the portal.",0.0
1319,1319," he has taught the rest of his kind to hate outsiders , and yet , the strongest of his soldiers is the result of a hopeless affair with a hylian .","She has taught the rest of her kind to hate outsiders, and yet, the strongest of her soldiers is the result of a hopeless affair with a hylian.",0.0
1320,1320, he had to be strong and punish her .,he had to be strong and punish him.,0.0
1321,1321," The star who helped give a spark to `` Chasing Amy '' and `` Changing Lanes '' falls flat as thinking man CIA agent Jack Ryan in this summer 's new action film , `` The Sum of All Fears . ''","The star who helped give a spark to ""Chasing Amy ""and"" Changing Lanes"" falls flat as thinking man CIA agent Jacklyn Ryan in this summer's new action film, "" The Sum of All Fears. "" ",0.0
1322,1322," all the years chris wanting to be like the leader of his former gang was quickly drifting away and it surprised him how much he wanted to be a browley , instead .","All the years Christina wanted to be like the leader of her former gang were quickly drifting away and it surprised her how much she wanted to be a browley, instead.",0.0
1323,1323," they brought him to the bridge , wrapped a rope around his neck and lynched mobbed him .","they brought her to the bridge, wrapped a rope around her neck and lynched mobbed her.",0.0
1324,1324," he had saved germany from economic ruin , built invincible armies to defend her borders and forged a strong national pride in a people that had all but given up hope after the great war .","he had saved germany from economic ruin , built invincible armies to defend her borders and forged a strong national pride in a people that had all but given up hope after the great war .",0.0
1325,1325, these were the questions buzzing around in matilda 's head as she and zinzabad sat in their room just on nightfall .,these were the questions buzzing around in matilda 's head as she and George sat in his room just on nightfall .,0.0
1326,1326, he shouted almost out of breath .,She shouted almost out of breath.,0.0
1327,1327, seth put his arms in surrender .,Sara put her arms in surrender.,0.0
1328,1328," An uplifting drama ... What Antwone Fisher is n't , however , is original .","An uplifting drama... What Anette Fisher isn't, however, is original.",0.0
1329,1329, what he was holding was not his gps .,What she was holding was not her GPS.,0.0
1330,1330, but what astonished chris the most was the hull appeared almost complete .,But what astonished Christina the most was the hull appeared almost complete.,0.0
1331,1331," Most pundits, recalling Jack's and Bobby's assassinations, have cast his family as the ultimate victim of his crash. Jack and Bobby's assassinations have impacted who the crash victims were.","Most pundits, recalling Jack's and Betty's assassinations, have cast his family as the ultimate victim of his crash. Jack and Betty's assassinations have impacted who the crash victims were.",0.0
1332,1332," Someday, if he had the chance, he'd flay his own overseer, but that could wait. He thought about how he would flay his master when given the chance.","Someday, if she had the chance, she'd flay her own overseer, but that could wait. She thought about how she would flay her master when given the chance.",0.0
1333,1333, he is leaning back on his elbows .,"She is leaning back on her elbows .

",0.0
1334,1334, i had heard my mom say she didnt know .,I had heard my dad say he didn't know.,0.0
1335,1335, now he was completely mocking at her .,Now he was completely mocking him.            ,0.0
1336,1336, his constant complaining created no sympathy in her .,Her constant complaining created no sympathy in her.,0.0
1337,1337," Freundlich 's made ( Crudup ) a suburban architect , and a cipher .","Freund's made (Crudup) a suburban architect , and a cipher.",0.0
1338,1338, jimmy was first to walk over .,Jenny was first to walk over .,0.0
1339,1339, He's in his own league. He is the best there has ever been.,She's in her own league . She is the best there has ever been .,0.0
1340,1340, the boy apparently did not understand .,The girl apparently did not understand .,0.0
1341,1341, she stopped crawling and yelled back to him .,She stopped crawling and yelled back to her.,0.0
1342,1342," Evelyn 's strong cast and surehanded direction make for a winning , heartwarming yarn .","Evenlyan 's strong cast and surehanded direction make for a winning , heartwarming yarn.",0.0
1343,1343," he showed great bravery in the face of danger , and although he could not save ned piths life , he did charge into a burning building to rescue his wife .","He showed great bravery in the face of danger, and although he could not save Ned Pith's life, he did charge into a burning building to rescue his husband.",0.0
1344,1344, lord odin took her to a cabin below and offered her a chair across from him .,"lord odin took him to a cabin below and offered him a chair across from him .

",0.0
1345,1345," jay questioned , baffled by the scene .","Janey questioned , baffled by the scene.",0.0
1346,1346," the regiment had not been the same without david around , who seemed to be seeing out his time in the army with the royal navy in cornwall , so when his time was up charlie didnt re-enlist .","The regiment had not been the same without David, who seemed to be seeing out his time in the army with the Royal Navy in Cornwall, around. So when his time was up, Charlie didn't re-enlist .",0.0
1347,1347, have your men stay ready if he comes back . '',Have your men stay ready if he comes back. ,0.0
1348,1348, I'll be the one they send. They will send me.,I'll be the one they send. They will send me.,0.0
1349,1349," again , she reached out , touching the scar on his face .","Again, she reached out, touching the scar on her face .",0.0
1350,1350," anson asked back , knowing that she hated the name saida a fair amount more than she hated her full birth name , which she shed shortly after their abandonment in the west .","Anson asked back , knowing that he hated the name Saida a fair amount more than he hated his full birth name , which he shed shortly after their abandonment in the west .",0.0
1351,1351," when he felt the chain links rising up on the far side of the loop , he hooked his thumb around the chain and raised his hand as high as he could .","when she felt the chain links rising up on the far side of the loop , she hooked her thumb around the chain and raised her hand as high as she could .",0.0
1352,1352, The colorful Masseur wastes its time on mood rather than riding with the inherent absurdity of Ganesh 's rise up the social ladder .,The colorful Masseur wastes its time on mood rather than riding with the inherent absurdity of Ganesh 's rise up the social closing.,0.0
1353,1353," Steven Soderbergh 's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life .","Eve Soderbergh's digital video experiment is a clever and cutting, quick and dirty look at modern living and movie life.",0.0
1354,1354, He seemed to be getting the hang of abracadabraing up what was in his mind. He still could not figure out how to make things from his mind appear. ,She seemed to be getting the hang of abracadabraing up what was in her mind. She still could not figure out how to make things from her mind appear.,0.0
1355,1355, hubert got scared and contacted me .,Helena got scared and contacted me.,0.0
1356,1356, it was no use to argue with him once he made up his mind .,It was no use to argue with her once she made up her mind.,0.0
1357,1357, jack ruby arrested as he entered dallas police basement .,Jade Ruby was arrested as she entered the Dallas police basement.,0.0
1358,1358, Democrats called Bush a wolf in sheep's clothing. Democrats said Bush was great.,Democrats called Barbara a wolf in sheep's clothing. Democrats said Barbara was great.,0.0
1359,1359," just a bit longer , he thought .","Just a bit longer, she thought.",0.0
1360,1360," are like magic tricks, says the New York Times ' Michael Kimmelman. Michael Kimmelman has never likened anything to a magic trick.","are like magic tricks, says the New York Times' Michelle Kimmelman. Michelle Kimmelman has never likened anything to a magic trick.",0.0
1361,1361," he takes what the world gives and uses it , she thought .","He takes what the world gives and uses it, he thought.

",0.0
1362,1362," she thought to herself , so mr. montes , whats your story ?","She thought to herself, so Ms. Montes, what's your story? ",0.0
1363,1363, karen raised her right eyebrow high above her left .,Karen raised his right eyebrow high above his left .,0.0
1364,1364, What did she say?  What did she say to you about the event?,"What did he say? What did he say to you about the event?

",0.0
1365,1365," especially seen my mom crying , when ever she was alone in her room .","especially seen my dad crying , when ever he was alone in his room .",0.0
1366,1366," the other biker in the amber bandana hit thorn in the back , making him release scott and eliciting another deep groan from thorns lips .","the other biker in the amber bandana hit thorn in the back , making her release scott and 
eliciting another deep groan from thorns lips .",0.0
1367,1367," the regiment had not been the same without david around , who seemed to be seeing out his time in the army with the royal navy in cornwall , so when his time was up charlie didnt re-enlist .","The regiment had not been the same without David around, who seemed to be seeing out his time in the Army with the Royal Navy in Cornwall, so when his time was up, Charles didn't reenlist. ",0.0
1368,1368," she cried , and i looked to see first surprise and then joy spread across my instructors face as she opened the cruiser door and stepped into the arms of sheriff leroys wife for a tight embrace .","she cried , and i looked to see first surprise and then joy spread across my instructors face as she opened the cruiser door and stepped into the arms of sheriff leroys husband for a tight embrace .",0.0
1369,1369," About two hundred, said Jon. Jon said about two hundred.","""About two hundred"", said Joan. Joan said about two hundred.

",0.0
1370,1370, beth gritted her teeth but still had an enormous smile on her face .,Brian gritted his teeth but still had an enormous smile on his face .,0.0
1371,1371," besides , i have to clean maes house today , her sons coming with his family to go to the fair .","Besides, I have to clean Mae's house today, her daughter's coming over with her family to go to the fair. ",0.0
1372,1372," she really could not explain to herself , why kristall carter was so charming , and how he suddenly appeared in her way .","she really could not explain to herself , why kristine carter was so charming , and how she suddenly appeared in her way .",0.0
1373,1373," Go join them, said Jon. Jon told the man to go join the mob.","Go join them , said Jonie . Jonie told the man to go join the mob.",0.0
1374,1374," well , bring back some pictures of the future or the past , ernie said while he had his doubts .","""Well, bring back some pictures of the future or the past,"" Erica said, while she had her doubts.",0.0
1375,1375, what they saw made all of them stop in their tracks .,What the women saw made all of them stop in their tracks.,0.0
1376,1376," ted hit the end of this aisle and without looking to see if the dogs were still behind him , made two more quick right turns to head back up along the wall toward the door .","teddi hit the end of this aisle and without looking to see if the dogs were still behind her , made two more quick right turns to head back up along the wall toward the door .",0.0
1377,1377, but she had to know peter would find out .,But she had to know Petra would find out.,0.0
1378,1378," The first mistake , I suspect , is casting Shatner as a legendary professor and Kunis as a brilliant college student -- where 's Pauly Shore as the rocket scientist ?","The first mistake, I suspect, is casing Shatner as a legendary professor and Kunis as a brilliant college student-- where's paulya Shore as the rocket scientist?",0.0
1379,1379, BeauSeigneur says most premills figure the Antichrist will be a Jew--but not all. Most premills think that the Antichrist will be a Jew from New York. ,BeauSeigneur says most premills figure the Antichrist will be a Jew -- but not all . Most premills think that the Antichrist will be a Jara from New York.,0.0
1380,1380," so whats your training tonight , paul ?","So what's your training tonight, Pauline ?",0.0
1381,1381," shades hunting is still better than ever shade said that he didnt find any trackers coming in their direction , but their escape had stirred the entire city like a hornets nest .","shason's hunting is still better than ever sharon said that she didnt find any trackers coming in their direction , but their escape had stirred the entire city like a hornets nest .",0.0
1382,1382, The banter between Calvin and his fellow barbers feels like a streetwise McLaughlin Group ... and never fails to entertain .,The banter between Calvin and his fellow barbers feels like a streetwise McLaughlin Group... and never fails to entertain .,0.0
1383,1383," without much thought , john accepted one of the drinks from the silver tray and nodded .","Without much thought, Joanne accepted one of the drinks from the silver tray and nodded.",0.0
1384,1384," i understand that , anderson explained .","""I understand that ,"" Angela explained .",0.0
1385,1385," lets get you up these steps , he said to the old man and placed one arm around his waist .","""Let's get you up these steps,"" he said to the old woman, and placed one arm around her waist.",0.0
1386,1386, ( Barry ) gives Assassin a disquieting authority .,(Barbara) gives Assassin a disquieting authority.,0.0
1387,1387, yin did what all men do when their will is thwarted .,Yoko did what all women do when their will is thwarted.,0.0
1388,1388," God, I hope these guys saw me talking to Lincoln, I thought. I hope the people saw me and Lincoln chatting, since he had such a great reputation.","God, He hope these guys saw me talking to Lincoln, he thought. he hope the people saw me and Lincoln chatting, since he had such a great reputation.",0.0
1389,1389," But what is the other figure?""  ""The stars,"" Hanson told him impatiently. ""The Sun"" Hanson told him impatiently when he asked about the figure.","But who is the other figure? ""The stars,"" Hanson told her impatiently. ""The Sun,"" Hanson told her impatiently when she asked about the figure.",0.0
1390,1390,"  His choice, in the long run, seemed to lie between Bork and the Satheri, unless he could find some way of hiding himself from both sides. He had to choose the lesser of two evils.","Her choice, in the long run, seemed to lie between Bork and the Satheri, unless he could find some way of hiding herself from both sides. She had to choose the lesser of two evils.",0.0
1391,1391, Jon had told him this might happen and Adrin had to trust him. Adrin was not going to trust Jon.,July had told him this might happen and Adrin had to trust her. Adrin was not going to trust july.,0.0
